Page URL,Page Title,ILR,Raw ILR,Unique Pageviews,Crawl Depth,HTTP Status Code,"Page (HTML) Load Time, sec",Schema.org (Microdata),Schema.org (JSON-LD),Open Graph,Twitter Cards,Microformats,Canonicalization,In sitemap,Incoming Internal Links,Outgoing Internal Links,Outgoing External Links,AMP link,Hreflang Links,Hreflang Issues,JS and CSS Number,"JS and CSS Size, KB",Issues,Description,Blocked AI search bots
https://headon.pro/glossar/design-system,Design System - Glossar | HEADON.pro,20,0.004260164963615638,n/a,2,200,0.125,0,1,1,1,0,Self-canonical,1,4,29,0,0,-,-,19,0,20,"was ist design system? ein design system ist eine sammlung wiederverwendbarer komponenten, patterns und guidelines für konsistentes design. ✓ umfassende…",
https://headon.pro/glossar/graphql,GraphQL - Glossar | HEADON.pro,14,0.004195998884440501,n/a,2,200,0.127,0,1,1,1,0,Self-canonical,1,3,29,0,0,-,-,19,0,20,"was ist graphql? graphql ist eine abfragesprache für apis, die es clients ermöglicht, genau die daten anzufordern, die sie benötigen. ✓ umfassende erklärung ✓…",
https://headon.pro/glossar/html,,-,0.003959874462308701,n/a,3,308,0.111,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/glossar/javascript,JavaScript - Glossar | HEADON.pro,22,0.0042604709669613475,n/a,2,200,0.12,0,1,1,1,0,Self-canonical,1,4,29,0,0,-,-,19,0,20,was ist javascript? javascript ist die standard-programmiersprache des webs für interaktive benutzeroberflächen. ✓ umfassende erklärung ✓ vorteile ✓ verwandte…,
https://headon.pro/glossar/json,JSON (JavaScript Object Notation) - Glossar | HEADON.pro,1,0.004114800428545549,n/a,2,200,0.127,0,1,1,1,0,Self-canonical,1,2,29,0,0,-,-,19,0,20,was ist json (javascript object notation)? json ist ein leichtgewichtiges datenformat für den austausch strukturierter daten zwischen systemen. ✓ umfassende…,
https://headon.pro/glossar/json-ld,,-,0.004028307999684796,n/a,3,308,0.109,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/glossar/kanban,,-,0.003958579082754568,n/a,3,308,0.109,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/glossar/lean-startup,,-,0.0039624845179308706,n/a,3,308,0.111,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/glossar/mobile-app,Mobile App - Glossar | HEADON.pro,72,0.00829735350947377,n/a,2,200,0.13,0,1,1,1,0,Self-canonical,1,5,29,0,0,-,-,19,0,20,"was ist mobile app? eine mobile app ist eine softwareanwendung, die speziell für mobile geräte wie smartphones und tablets entwickelt wurde. ✓ umfassende…",
https://headon.pro/glossar/mobile-first,Mobile-First - Glossar | HEADON.pro,10,0.0041845359938800465,n/a,2,200,0.122,0,1,1,1,0,Self-canonical,1,2,29,0,0,-,-,19,0,21,"was ist mobile-first? mobile-first ist ein design-ansatz, bei dem zuerst für mobile geräte und dann für desktop designed wird. ✓ umfassende erklärung ✓…",
https://headon.pro/glossar/mockup,Mockup - Glossar | HEADON.pro,3,0.00411487237237418,n/a,2,200,0.123,0,1,1,1,0,Self-canonical,1,2,29,0,0,-,-,19,0,20,"was ist mockup? ein mockup ist eine hochauflösende, statische visualisierung des finalen designs einer website oder app. ✓ umfassende erklärung ✓ vorteile ✓…",
https://headon.pro/glossar/mvp,MVP (Minimum Viable Product) - Glossar | HEADON.pro,76,0.00836882793321049,n/a,2,200,0.122,0,1,1,1,0,Self-canonical,1,5,29,0,0,-,-,19,0,21,"was ist mvp (minimum viable product)? ein mvp ist die einfachste version eines produkts mit nur den kern-features, um schnell nutzer-feedback zu erhalten. ✓…",
https://headon.pro/glossar/native-app,,-,0.0038914723146621054,n/a,3,308,0.11,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/glossar/nextjs,Next.js - Glossar | HEADON.pro,42,0.0045557492986003385,n/a,2,200,0.222,0,1,1,1,0,Self-canonical,1,6,29,0,0,-,-,19,0,20,was ist next.js? next.js ist ein react-framework für produktionsreife web-anwendungen mit server-side rendering und static site generation. ✓ umfassende…,
https://headon.pro/glossar/nodejs,Node.js - Glossar | HEADON.pro,13,0.004192033908338357,n/a,2,200,0.224,0,1,1,1,0,Self-canonical,1,3,29,0,0,-,-,19,0,20,was ist node.js? node.js ist eine javascript-laufzeitumgebung für die serverseitige entwicklung mit javascript. ✓ umfassende erklärung ✓ vorteile ✓ verwandte…,
https://headon.pro/glossar/offline-first,,-,0.004030790477768078,n/a,3,308,0.111,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/glossar/orm,,-,0.0038900731972385592,n/a,3,308,0.109,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/glossar/performance-optimization,,-,0.003957418697426167,n/a,3,308,0.11,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/glossar/progressive-enhancement,,-,0.003890143885207951,n/a,3,308,0.11,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/glossar/prototyping,Prototyping - Glossar | HEADON.pro,33,0.004414018569300228,n/a,2,200,0.123,0,1,1,1,0,Self-canonical,1,5,29,0,0,-,-,19,0,20,"was ist prototyping? prototyping ist die erstellung eines interaktiven modells einer anwendung, um design und funktionalität zu testen. ✓ umfassende erklärung…",
https://headon.pro/glossar/pwa,Progressive Web App (PWA) - Glossar | HEADON.pro,85,0.012324202362668932,n/a,2,200,0.12,0,1,1,1,0,Self-canonical,1,5,29,0,0,-,-,19,0,22,"was ist progressive web app (pwa)? pwas sind webanwendungen, die app-ähnliche features wie offline-funktionalität und push-notifications bieten. ✓ umfassende…",
https://headon.pro/glossar/react,React - Glossar | HEADON.pro,37,0.004489831507160915,n/a,2,200,0.125,0,1,1,1,0,Self-canonical,1,7,29,0,0,-,-,19,0,20,"was ist react? react ist eine javascript-bibliothek für den aufbau von benutzeroberflächen, entwickelt von meta (facebook). ✓ umfassende erklärung ✓ vorteile ✓…",
https://headon.pro/glossar/react-native,React Native - Glossar | HEADON.pro,19,0.004259063480715112,n/a,2,200,0.13,0,1,1,1,0,Self-canonical,1,3,29,0,0,-,-,19,0,20,was ist react native? react native ist ein framework für die plattformübergreifende entwicklung nativer mobile apps mit javascript. ✓ umfassende erklärung ✓…,
https://headon.pro/glossar/responsive-design,Responsive Design - Glossar | HEADON.pro,73,0.008303645073578012,n/a,2,200,0.126,0,1,1,1,0,Self-canonical,1,6,29,0,0,-,-,19,0,20,"was ist responsive design? responsive design sorgt dafür, dass websites auf allen geräten - vom smartphone bis zum desktop - optimal dargestellt werden. ✓…",
https://headon.pro/glossar/rest-api,REST API - Glossar | HEADON.pro,23,0.004266878204044967,n/a,2,200,0.219,0,1,1,1,0,Self-canonical,1,4,29,0,0,-,-,19,0,20,"was ist rest api? rest (representational state transfer) ist ein architekturstil für web-apis, der auf http-standard-methoden basiert. ✓ umfassende erklärung ✓…",
https://headon.pro/glossar/rich-snippets,,-,0.004028307999684796,n/a,3,308,0.11,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/glossar/scrum,Scrum - Glossar | HEADON.pro,68,0.008148045882387914,n/a,2,200,0.12,0,1,1,1,0,Self-canonical,1,3,29,0,0,-,-,19,0,21,"was ist scrum? scrum ist ein agiles framework für projektmanagement mit festen rollen, ereignissen und artefakten. ✓ umfassende erklärung ✓ vorteile ✓…",
https://headon.pro/glossar/seo,SEO (Search Engine Optimization) - Glossar | HEADON.pro,44,0.004612627854044961,n/a,2,200,0.128,0,1,1,1,0,Self-canonical,1,5,29,0,0,-,-,19,0,20,was ist seo (search engine optimization)? seo umfasst alle maßnahmen zur verbesserung der sichtbarkeit einer website in suchmaschinen-ergebnissen. ✓ umfassende…,
https://headon.pro/glossar/service-worker,,-,0.004030790477768078,n/a,3,308,0.11,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/glossar/spa,Single Page Application (SPA) - Glossar | HEADON.pro,4,0.0041187784391702835,n/a,2,200,0.123,0,1,1,1,0,Self-canonical,1,2,29,0,0,-,-,19,0,20,"was ist single page application (spa)? eine spa ist eine webanwendung, die nur eine html-seite lädt und inhalte dynamisch per javascript aktualisiert. ✓…",
https://headon.pro/glossar/sprint,,-,0.003961049417880113,n/a,3,308,0.111,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/glossar/sql,SQL (Structured Query Language) - Glossar | HEADON.pro,6,0.004180637739473862,n/a,2,200,0.125,0,1,1,1,0,Self-canonical,1,2,29,0,0,-,-,19,0,21,"was ist sql (structured query language)? sql ist die standard-abfragesprache für relationale datenbanken zum lesen, schreiben und verwalten von daten. ✓…",
https://headon.pro/glossar/ssg,,-,0.003957403351251319,n/a,3,308,0.11,0,0,0,0,0,-,0,1,1,0,0,-,-,0,0,0,-,
https://headon.pro/glossar/ssr,Server-Side Rendering (SSR) - Glossar | HEADON.pro,65,0.008079975391925244,n/a,2,200,0.121,0,1,1,1,0,Self-canonical,1,3,29,0,0,-,-,19,0,21,was ist server-side rendering (ssr)? ssr generiert html auf dem server statt im browser für bessere seo und schnellere initiale ladezeiten. ✓ umfassende…,
https://headon.pro/glossar/structured-data,Strukturierte Daten (Schema.org) - Glossar | HEADON.pro,84,0.012183209269647647,n/a,2,200,0.123,0,1,1,1,0,Self-canonical,1,4,29,0,0,-,-,19,0,22,"was ist strukturierte daten (schema.org)? strukturierte daten helfen suchmaschinen, inhalte besser zu verstehen und ermöglichen rich snippets in…",
https://headon.pro/glossar/tailwind,Tailwind CSS - Glossar | HEADON.pro,9,0.0041830222510503366,n/a,2,200,0.125,0,1,1,1,0,Self-canonical,1,2,29,0,0,-,-,19,0,20,"was ist tailwind css? tailwind css ist ein utility-first css-framework für schnelles, flexibles und wartbares styling. ✓ umfassende erklärung ✓ vorteile ✓…",
https://headon.pro/glossar/typescript,TypeScript - Glossar | HEADON.pro,24,0.0042671155701866,n/a,2,200,0.12,0,1,1,1,0,Self-canonical,1,4,29,0,0,-,-,19,0,20,"was ist typescript? typescript ist eine typisierte erweiterung von javascript, die fehler bereits während der entwicklung aufdeckt. ✓ umfassende erklärung ✓…",
https://headon.pro/glossar/ui-ux-design,UI/UX Design - Glossar | HEADON.pro,47,0.004630594342520277,n/a,2,200,0.223,0,1,1,1,0,Self-canonical,1,8,29,0,0,-,-,19,0,20,"was ist ui/ux design? ui (user interface) ist das visuelle design, ux (user experience) ist die gesamte nutzererfahrung einer anwendung. ✓ umfassende erklärung…",
https://headon.pro/glossar/wireframe,Wireframe - Glossar | HEADON.pro,25,0.004270844925822807,n/a,2,200,0.119,0,1,1,1,0,Self-canonical,1,4,29,0,0,-,-,19,0,20,was ist wireframe? ein wireframe ist eine schematische darstellung des layouts einer website oder app ohne visuelle gestaltung. ✓ umfassende erklärung ✓…,
